stamp_ns,x,y
1738758781631107807,-0.12,0.0
1738758781731968880,-0.12594617789670468,-0.003773722389941255
1738758781832877159,-0.12627537842391356,-0.002169253446567592
1738758781933696985,-0.12686581938393326,-0.0004501930506815519
1738758782034552574,-0.12829852666638766,-0.001999553338369775
1738758782135425091,-0.126758022044408,-0.0032901637769248804
1738758782236276627,-0.12429296371776682,-0.00019949033726887798
1738758782337152481,-0.1267388567541727,-0.002208349531249268
1738758782438010216,-0.1242364949771957,-0.0043848672523759315
1738758782538845539,-0.12512261844902065,0.0012981083846138304
1738758782639725447,-0.1254718104198144,-0.0035372040217019384
1738758782740533352,-0.12209101198683833,0.00382192879295712
1738758782841401100,-0.1257987967504107,-0.003667008770232708
1738758782942265034,-0.12676052941706795,-0.0003754681655945337
1738758783043189287,-0.1269379190052296,-0.00033920752249462445
1738758783144029617,-0.12317202017514808,-0.002992880371505698
1738758783244843006,-0.12609539506997589,0.001088134691869797
1738758783345725060,-0.12260043416159347,-0.0020925142802649325
1738758783447069407,-0.12521274817131006,-0.006096218838543864
1738758783547440052,-0.12281844361448407,-0.0024898719349900535
1738758783648306370,-0.12194210685765382,0.000718215835893138
1738758783749264240,-0.12669365065436386,-0.0038552101916417853
1738758783850016832,-0.12225009013134808,-0.004713279258392717
1738758783950861931,-0.12607377037808234,-0.00016188338088651857
1738758784051733255,-0.12289825305343724,0.0011115344423786317
1738758784152605772,-0.12469783720391159,-0.0016991798545459007
1738758784253466606,-0.12609539506997589,0.001088134691869797
1738758784354310036,-0.12260043416159347,-0.0020925142802649325
1738758784455224752,-0.12521274817131006,-0.006096218838543864
1738758784556025505,-0.12281844361448407,-0.0024898719349900535
1738758784656913280,-0.12419306408633649,0.0004161791208620954
1738758784757753134,-0.12402039635531825,-0.0032326517774878922
1738758784858645678,-0.1240456396830502,-0.003866503514634025
1738758784959474325,-0.12532595642041097,-0.00031485274047400255
1738758785060343742,-0.12421847611798414,-0.005037815487941049
1738758785161217213,-0.12457943856185297,-0.0007133790698707774
1738758785262084007,-0.12461089463190485,-0.004020468321797163
1738758785363014698,-0.12465157672844661,-0.003466750336084932
1738758785463792801,-0.12396352328368469,0.0002903991871621725
1738758785564657211,-0.12290253024869571,-0.0015181987446304785
1738758785665531158,-0.12201345867843016,-0.003989060056966548
1738758785766379118,-0.12732699166840647,-0.004233621975559311
1738758785867225409,-0.12319098065557305,-0.0022863578270187375
1738758785968060255,-0.12597474016319865,-0.0035205993557377324
1738758786068921089,-0.12514622761696398,-0.0055585950764434795
1738758786169803858,-0.12216170304975599,-0.002544842766184316
1738758786270662785,-0.12631127660536542,-0.0035198665280697368
1738758786371698856,-0.1262515221779446,-0.002975602928773573
1738758786472374916,-0.12363038693672256,-0.0023127984168513577
1738758786573240757,-0.12336515443443104,-0.004160797472683745
1738758786674089432,-0.12479394124140761,-0.00023298091728847037
1738758786774931431,-0.1251353638229588,-0.002239117746308938
1738758786875805378,-0.12486972460275697,-0.0007936869534464297
1738758786976670742,-0.12499671482114783,-0.002078732070274079
1738758787077537537,-0.12534692085204327,0.001446288052233227
1738758787178418398,-0.1247309422552907,-0.0011667790282383927
1738758787279263973,-0.1234400333028826,-0.0010574561304831714
1738758787380133152,-0.12588342930487934,0.0013749791921427892
1738758787481037140,-0.12415304844954471,-0.0021316487776993696
1738758787581845284,-0.124603815232289,-0.002886075758315649
1738758787682740211,-0.12389665169776495,0.0027482286968948367
1738758787783601999,-0.12528019302329693,-0.00031807968494652243
1738758787884419680,-0.12456571504712026,0.0005964525407419828
1738758787985285759,-0.12438910056201309,-0.0017779916433946046
1738758788086187363,-0.12583696977408743,-0.0028054265628137784
1738758788186989307,-0.1247309422552907,-0.0011667790282383927
1738758788287838936,-0.124217143539172,0.001028743097435493
1738758788388789177,-0.1269663690130806,0.0018901933460937668
1738758788489577770,-0.12333419342998661,-0.002713391064884138
1738758788590431452,-0.12470241943491334,-0.002245704606777049
1738758788691286325,-0.12461166459736192,0.0019146760256467921
1738758788792141676,-0.12664591691036184,-0.0034572252794736373
1738758788893022060,-0.12395508466506312,0.0024677689682478933
1738758788993876934,-0.1256480076652798,0.00218233178501
1738758789094734192,-0.12539902541113998,-0.0032335586174238136
1738758789195581436,-0.12555655586746559,0.0013820257467944787
1738758789296430588,-0.12717359876502604,0.0004260081452214213
1738758789397307396,-0.12521147420338705,-0.002427345221035098
1738758789498155594,-0.12336706957893442,0.0022742772457523663
1738758789600022554,-0.12550517473100603,0.000892132434209221
1738758789699926853,-0.12711797020115992,-0.0013342774837247083
1738758789800752640,-0.12183374851755459,1.9323985862058023e-05
1738758789901644230,-0.12614402393264076,-0.0009849649968113443
1738758790002462864,-0.12489528423972057,0.0010412615215029902
1738758790103332996,-0.12556878672860394,0.00027378712768676985
1738758790204211712,-0.1261584414266744,0.004674877435359502
1738758790305045128,-0.12650360164492527,0.0034490489271785853
1738758790405920029,-0.12263111207157641,0.0027575919655075656
1738758790506770134,-0.12822704989762546,0.008119110739806364
1738758790608154297,-0.12345194584615593,0.00876156957744385
1738758790708490849,-0.1184658390863843,0.0011447035311466678
1738758790809357166,-0.08343017388698655,0.010666346133253058
1738758790910396099,-0.05642310327118162,0.005589943266709196
1738758791011083364,0.27566675266355994,0.01305045153725265
1738758791111968756,0.00843668674088291,0.004552853779606332
1738758791212783813,0.3382122086006194,-0.0004680339291994063
1738758791313669682,0.06885869131184448,0.003817085898035489
1738758791414503813,0.39480333155896086,0.0028380919969223754
1738758791515432835,0.42809542312652066,-0.002293912974873155
1738758791616239071,0.4575391385786189,-0.0001492089200635701
1738758791717141628,0.4898985583122273,-0.0012330460217767434
1738758791817994595,0.20876939967224734,0.011683831904159468
1738758791918824196,0.2503839795277936,0.001279415854638562
1738758792019682407,0.27566675266355994,0.01305045153725265
1738758792120535851,0.30640398695871257,0.002317882875269595
1738758792221418381,0.3382122086006194,-0.0004680339291994063
1738758792322315216,0.3636248911978186,0.010276252425342807
1738758792423140764,0.40333951762803055,-0.0021746512336584256
1738758792523978710,0.4387344028650362,5.902400105341557e-06
1738758792624874592,0.4638906693851597,-0.0005606980782730652
1738758792725682020,0.4997777798636365,-0.00238232575740884
1738758792826578617,0.5314806198441292,-0.005394543492202607
1738758792927414179,0.5640755499554206,-0.001485154183450809
1738758793028393984,0.586374200114632,0.003837433532797252
1738758793129143000,0.6183869694462657,0.00201979275674459
1738758793230021477,0.6555594467672287,-0.004670893552656076
1738758793330878735,0.6830844557222094,-0.0011352426165486158
1738758793431701183,0.709010759077076,0.0029158994432613577
1738758793532645702,0.7386462563028915,0.003795485556927561
1738758793633420944,0.7648068249242934,0.0034785912941931348
1738758793734307289,0.7992697308602595,0.0025509204072369056
1738758793835162640,0.8330952819319926,0.002994751301408992
1738758793936027050,0.8578541836286014,0.0024994578035790783
1738758794036899090,0.8921419323123938,0.003540183527964657
