stamp_ns,x,y
1738766455199296474,-0.11462822037521662,-0.0002772704618020024
1738766455300187588,-0.12444037331131239,-0.0030662771763157177
1738766455401138783,-0.12351428092834776,-0.006243948409059307
1738766455501876116,-0.11995071886219855,-0.005071450878255447
1738766455602773666,-0.1221464875786073,-0.004049498505747738
1738766455703607798,-0.12357218663943403,-0.0027962106535069278
1738766455804453850,-0.12144232456376658,-0.0047554715814063795
1738766455905310631,-0.12387786524715703,-0.0015386062363201285
1738766456006300449,-0.1232823581274333,-0.0011750175152635276
1738766456107063770,-0.11990449179108215,-0.0033593919888032257
1738766456207932711,-0.12,0.0
1738766456308786392,-0.12223976154546468,-0.004933996123650641
1738766456409780979,-0.12464001157402749,-0.004469083888736945
1738766456510508060,-0.11995071886219855,-0.005071450878255447
1738766456611389637,-0.12290343085198867,-0.0036432973895876644
1738766456712189674,-0.12266908992782966,-0.0024209889298988005
1738766456813066959,-0.12115109615258511,-0.0037240341405172643
1738766456913988113,-0.12552102095088774,-0.0013816259175510738
1738766457014786005,-0.1232823581274333,-0.0011750175152635276
1738766457115626335,-0.12269338831766398,-0.005840641152236346
1738766457216507435,-0.12431491213883585,0.00047179909319700725
1738766457317451000,-0.12163684568411146,-0.005284233966808226
1738766457418237925,-0.11950499083041907,-0.0056023084832782675
1738766457519102335,-0.12365513964539282,0.0005777518119185789
1738766457619943619,-0.12199533033473144,-0.008131592963240836
1738766457720828056,-0.12068052855633733,-0.003963807960191139
1738766457821747780,-0.1247320845555389,0.0018526590876958445
1738766457922512531,-0.12250572660652102,-0.004725261797636854
1738766458023373604,-0.11934063566562875,-0.008439390714626897
1738766458124246597,-0.12269338831766398,-0.005840641152236346
1738766458225157261,-0.12431491213883585,0.00047179909319700725
1738766458325993538,-0.12049731134263277,-0.005930407668992061
1738766458426830292,-0.1204853296831171,-0.0034602206776502774
1738766458527669430,-0.12388903240526936,-0.0016355285339440797
1738766458628551483,-0.12042505866478077,-0.008465092374253321
1738766458729450941,-0.12068052855633733,-0.003963807960191139
1738766458830264091,-0.12534722811951574,-0.0007604335199994715
1738766458931172848,-0.12109897604495845,-0.005737721137954712
1738766459031966209,-0.11974206345857955,-0.006820111710327225
1738766459132819653,-0.12179176190723985,-0.005430575726158292
1738766459233743191,-0.12380899729877848,0.002694132691333349
1738766459334540367,-0.12408625706391596,-0.0009131137473666856
1738766459435430765,-0.1234071291828504,-0.0017047246273513372
1738766459536336660,-0.12383508809127135,-0.002480253710871155
1738766459637140036,-0.12015049227674739,-0.006973038364353341
1738766459738014460,-0.12289569318811351,-0.002888440464889542
1738766459838858604,-0.12476521038110223,8.839150421077724e-05
1738766459939707756,-0.12128108094478232,-0.002743978139333756
1738766460040593624,-0.12042137260617614,-0.008844469796210098
1738766460141520262,-0.12306045127314152,0.0023263018141681333
1738766460242357731,-0.12526149866246744,0.0005420998619388485
1738766460343170643,-0.11923570877815041,-0.0048353140114015146
1738766460444060802,-0.12052321415258246,-0.005556696715139135
1738766460544880152,-0.12371729313738643,-0.00010339486349831293
1738766460645729065,-0.12186787456330836,-0.00330851629762799
1738766460746634483,-0.12251477179218924,-0.0051337456486032105
1738766460847823858,-0.12423930442934716,-0.0002808738004732977
1738766460948346853,-0.12237690233739273,-0.0005850955442759934
1738766461049201488,-0.12278435703645124,-0.0022179961101443215
1738766461150026798,-0.1223875752185102,-0.0030479487646750984
1738766461250906229,-0.12329523259427431,-0.0018935622052989286
1738766461351798058,-0.12006477629797652,-0.003956294070726645
1738766461452692986,-0.12177721246485694,-0.0035238859580700595
1738766461553515911,-0.12621982145441252,0.0017822308305839897
1738766461654330730,-0.12116712235622633,-0.004938478433360269
1738766461755252838,-0.12251477179218924,-0.0051337456486032105
1738766461856043339,-0.12467540226975171,-0.00020605932228965303
1738766461956909657,-0.1214510183030023,-0.0007946692325352556
1738766462057873487,-0.12304422739777689,-0.002397863644182945
1738766462158647537,-0.12253854942339237,-0.0012873078445699616
1738766462259505033,-0.12368284898957799,-0.0023797906483338307
1738766462360369205,-0.1226514807512293,-0.0013191458370698846
1738766462461251736,-0.12191478759938934,-0.0034888741073407768
1738766462562066555,-0.12201818793232856,-0.0032837595243213297
1738766462662921906,-0.12130359541035701,-0.002832418935986081
1738766462763808250,-0.12680912849682496,0.0008529381709337441
1738766462865109921,-0.12152583521109547,-0.0022598930194622363
1738766462965559959,-0.12124843903609162,-0.008024224421960612
1738766463066390038,-0.12531792284701668,0.0024737705895202596
1738766463167271852,-0.122922427412757,-0.004906684026527677
1738766463268109322,-0.12299322243467795,-0.0034069076577479783
1738766463368967295,-0.12349964982281147,-0.002706914349597056
1738766463469836712,-0.12159182111647779,-0.006673523737246389
1738766463570752382,-0.12129124789553389,-0.0023218887955926584
1738766463671558380,-0.1246710287450048,-0.003319408383246342
1738766463772386789,-0.12174202024599687,-0.002984701962805781
1738766463873280525,-0.12127645701477596,-0.005679906751843745
1738766463974099874,-0.12026311771989713,-0.0040434109695229765
1738766464075034618,-0.1210166567072147,-0.0029954825972407927
1738766464175928593,-0.12368338822189118,-0.001920024833800459
1738766464276720524,-0.12175211424688842,-0.0019535929670626154
1738766464377546787,-0.12346271562476278,-0.0023649471782956778
1738766464478522301,-0.12344028475985408,-0.002108034563388115
1738766464579299450,-0.12201486811530812,-0.0028402055461628313
1738766464680145025,-0.12098953229967502,-0.0034324515112371507
1738766464780988693,-0.12209041473119805,-0.002795655320543227
1738766464881950378,-0.12529976467646123,-6.598919285703887e-05
1738766464982755184,-0.11856694273635403,-0.004652604998716769
1738766465083637714,-0.12255928678495508,-0.0030926103516287344
1738766465184458256,-0.12272966566598362,-0.0009287269122918433
1738766465285302639,-0.12247854670674123,-0.002711321415537846
1738766465386212826,-0.12324103288863376,-0.0014785738715541717
1738766465487014294,-0.1228769770430276,-0.0024589569371304488
1738766465587885857,-0.12175548375683108,-0.003726913077381394
1738766465688744545,-0.12161624950570774,-0.002589760348214419
1738766465789614439,-0.12194670078499045,-1.8479817234283796e-05
1738766465890445471,-0.12229822292174496,-0.0025631346657148317
1738766465991341591,-0.123322095754561,-0.0020902968160012255
1738766466092171192,-0.11880880074363537,-0.004202396428151127
1738766466193313599,-0.11736237973136747,-0.002808513151225216
1738766466294023991,-0.1044572229445691,-0.006009257867889927
1738766466394747257,-0.0886621957913869,-0.0010045725367364084
1738766466495686293,-0.06873495324885245,-0.0036982630135416364
1738766466596520901,-0.04582899051428188,-0.007004533088381725
1738766466697488070,-0.018305825285633834,-0.003806826443360398
1738766466798190594,-0.0073162783054620956,-0.009164399909419429
1738766466899055481,0.011520411261287652,-0.0013861130904040285
1738766466999922752,0.033111304132679514,-0.004669898407372515
1738766467100809574,0.05486044531307903,-0.0070713228364814446
1738766467201648235,0.07260347142767686,0.0020280683757589214
1738766467302632809,0.2953371700285541,-0.0052123727638784
1738766467403356075,0.11405631224113931,-0.006439394080134121
1738766467504216671,0.33047863271232436,-0.007619837692987936
1738766467605138779,0.35557976773541405,-0.008925959725937854
1738766467705931664,0.36660486588460645,-0.004637298574785931
1738766467806786537,0.3946750369970786,-0.004429556263679892
1738766467907641411,0.2149518822361463,-0.0034515696415027813
1738766468008539677,0.4316580748902429,-0.0060406094381301855
1738766468109367132,0.2531769489289247,-0.002539075102287399
1738766468210303307,0.2757277710882936,-0.0072216350144432605
1738766468311130047,0.29986574478569333,-0.006542694161589901
1738766468411971331,0.31652546759266176,-0.0061384804653123745
1738766468512842894,0.33497379087426526,-0.009032882688423931
1738766468613666534,0.3595053422311498,-0.00668630204241202
1738766468714533091,0.36957904782724216,-0.003439549649936878
1738766468815459013,0.40248748459300876,-0.003956185410844348
1738766468916287899,0.4198996576301272,-0.006254529610854797
1738766469017090321,0.436273715676082,-0.005401177484827862
1738766469118003368,0.4617049600895138,-0.004587102509169374
1738766469218816757,0.4758511745680355,-0.0009705495476154615
1738766469319799185,0.49616926531970507,-0.003824782128197441
1738766469420543671,0.516652060054561,0.0005684051405731463
1738766469521490812,0.5351160139144222,-0.0023180442734641116
1738766469622319937,0.5565854348894635,0.0006717212945623581
1738766469723147154,0.5806078150202564,-0.003220831726277731
1738766469823992491,0.5887276788819111,0.002093711156645063
1738766469924880505,0.6249378051340151,-0.006651183809997653
1738766470025710106,0.637159965856866,0.0035137993206855395
1738766470126575947,0.6467550899969347,0.008632594566527232
1738766470227434874,0.6815043235655516,-0.004356308110398157
1738766470328294754,0.7010858184994794,-0.0019647761032743315
1738766470429169178,0.7142547507602646,0.0013982545036783536
1738766470530000687,0.7422427664760303,-0.004563247176122751
1738766470630876303,0.7628361868770027,-0.0030601886778282373
1738766470731735945,0.7820666048409987,-0.003660527374948725
1738766470832728386,1.0018634592604272,-0.002292498690244325
1738766470933454514,1.0227104038223807,-0.000854324540729597
1738766471034322977,1.042746613080531,-0.0031687892733093044
1738766471135240078,1.065658705235201,-0.0018636295651385723
1738766471236014366,1.0794106376016575,0.0017364612973300758
1738766471336927414,1.098272975076787,0.0030849594157164677
1738766471437757492,1.1230269935985384,0.0013526380133228638
1738766471538609028,1.137784572641742,0.005226092278724886
1738766471639511108,1.1614012114575178,-0.0039776995119174575
1738766471740425587,0.9708089357390051,0.0033662639745414237
1738766471841215611,1.0018634592604272,-0.002292498690244325
1738766471942039013,1.0227104038223807,-0.000854324540729597
1738766472042894602,1.0479233256354665,-0.0034975545392655853
1738766472143802166,1.0718193900479585,-0.001255281603422791
1738766472244654179,1.08313876936182,0.0026083926261911247
1738766472345533371,1.104083398716483,0.001945640640365444
1738766472446380615,1.3247594345811498,-0.00034568488284464956
1738766472547249079,1.1396213089398541,0.004069937115913804
1738766472648062229,1.1682773035398393,-0.00439996116495273
1738766472749063015,1.188265046611991,0.0020377529507397936
1738766472849802017,1.2009308575546953,-0.0008864246138237707
1738766472950666428,1.228898600500372,0.00020580112531371755
1738766473051503658,1.2419689227858344,0.00458916319485784
1738766473152371883,1.262537579836082,0.003079356671597377
1738766473253251791,1.2888409640325103,0.004387313650392547
1738766473354099512,1.3017040519005487,-0.0014387565687580407
1738766473454958439,1.328984981998512,0.001278696497579212
1738766473555816174,1.3362276497750492,0.00411161781527237
1738766473656658173,1.366238865659455,0.002818596305407824
1738766473757513523,1.3845651092427143,0.0038578009414980932
1738766473858429909,1.4019383675057253,0.005786615305049514
1738766473959270477,1.427692764799503,0.0025406477897417417
1738766474060121536,1.4457731891375674,0.00522706111271383
1738766474161110878,1.4652238519800265,0.00206777989761172
1738766474261913300,1.482711215764033,0.0046937963516708
1738766474362693071,1.5059256909578098,0.004959324164372203
1738766474463577747,1.7320288833126583,0.008909416455250285
1738766474564434767,1.5441482255110053,0.002013222790567275
